acc	organisms	technology	platforms	samples
SRP068565	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR3105696,SRR3105695,SRR3105694,SRR3105693,SRR3105692,SRR3105691,SRR3105690,SRR3105689,SRR3105688,SRR3105687,SRR3105686,SRR3105685,SRR3105684,SRR3105683,SRR3105682,SRR3105681,SRR3105680,SRR3105679,SRR3105678,SRR3105677
SRP040236	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1197163,SRR1197162,SRR1197161,SRR1197160,SRR1197159,SRR1197158,SRR1197157,SRR1197156,SRR1197155,SRR1197154,SRR1197153,SRR1197152,SRR1197151,SRR1197150,SRR1197149
SRP019241	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2500,Illumina HiSeq 2500,IlluminaHiSeq2000	SRR1958170,SRR1958169,SRR1958168,SRR1958167,SRR1958166,SRR1958165,SRR1107969,SRR771476,SRR771475,SRR771474,SRR771473,SRR771472,SRR771471,SRR771470,SRR771469,SRR771468,SRR771467
SRP046376	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq1000,Illumina HiSeq 1000	SRR1569893,SRR1569892,SRR1569891,SRR1569890,SRR1569889,SRR1569888,SRR1569887,SRR1569886,SRR1569885,SRR1569884,SRR1569883,SRR1569882,SRR1569881,SRR1569880,SRR1569879,SRR1569878,SRR1569877,SRR1569876
SRP059205	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR2054158,SRR2054157,SRR2054156,SRR2054155,SRR2054154,SRR2054153,SRR2054152,SRR2054151,SRR2054150,SRR2054149,SRR2054148,SRR2054147,SRR2054146,SRR2054145,SRR2054144,SRR2054143,SRR2054142,SRR2054141,SRR2054140,SRR2054139
ERP110816	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	ERR2788623,ERR2788622,ERR2788621,ERR2788620,ERR2788619,ERR2788618,ERR2788617,ERR2788616,ERR2788615,ERR2788614,ERR2788613,ERR2788612,ERR2788611,ERR2788610,ERR2788609,ERR2788608,ERR2788607,ERR2788606,ERR2788605,ERR2788604,ERR2788603,ERR2788602,ERR2788601,ERR2788600,ERR2788599,ERR2788598,ERR2788597,ERR2788596,ERR2788595,ERR2788594,ERR2788593,ERR2788592,ERR2788591,ERR2788590,ERR2788589,ERR2788588,ERR2788587,ERR2788586,ERR2788585,ERR2788584,ERR2788583,ERR2788582,ERR2788581,ERR2788580,ERR2788579,ERR2788578,ERR2788577,ERR2788576,ERR2788575,ERR2788574,ERR2788573,ERR2788572,ERR2788571,ERR2788570,ERR2788569,ERR2788568,ERR2788567,ERR2788566,ERR2788565,ERR2788564,ERR2788563,ERR2788562,ERR2788561,ERR2788560,ERR2788559,ERR2788558,ERR2788557,ERR2788556,ERR2788555,ERR2788554,ERR2788553,ERR2788552,ERR2788551,ERR2788550,ERR2788549,ERR2788548,ERR2788547,ERR2788546,ERR2788545,ERR2788544,ERR2788543,ERR2788542,ERR2788541,ERR2788540,ERR2788539,ERR2788538,ERR2788537,ERR2788536,ERR2788535,ERR2788534,ERR2788533,ERR2788532,ERR2788531,ERR2788530,ERR2788529,ERR2788528,ERR2788527,ERR2788526,ERR2788525,ERR2788524,ERR2788523,ERR2788522,ERR2788521,ERR2788520,ERR2788519,ERR2788518,ERR2788517,ERR2788516,ERR2788515,ERR2788514,ERR2788513,ERR2788512,ERR2788511,ERR2788510,ERR2788509,ERR2788508,ERR2788507,ERR2788506,ERR2788505,ERR2788504,ERR2788503,ERR2788502,ERR2788501,ERR2788500,ERR2788499,ERR2788498,ERR2788497,ERR2788496,ERR2788495,ERR2788494,ERR2788493,ERR2788492,ERR2788491,ERR2788490,ERR2788489,ERR2788488,ERR2788487,ERR2788486,ERR2788485,ERR2788484,ERR2788483,ERR2788482,ERR2788481,ERR2788480,ERR2788479,ERR2788478,ERR2788477,ERR2788476,ERR2788475,ERR2788474,ERR2788473,ERR2788472,ERR2788471,ERR2788470,ERR2788469,ERR2788468,ERR2788467,ERR2788466,ERR2788465,ERR2788464,ERR2788463,ERR2788462,ERR2788461,ERR2788460,ERR2788459,ERR2788458,ERR2788457,ERR2788456,ERR2788455,ERR2788454,ERR2788453,ERR2788452,ERR2788451,ERR2788450,ERR2788449,ERR2788448,ERR2788447,ERR2788446,ERR2788445,ERR2788444
SRP041573	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1265980,SRR1265979,SRR1265978,SRR1265977,SRR1265976,SRR1265975,SRR1265974,SRR1265973
SRP063998	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,Illumina HiSeq 2500,IlluminaHiSeq2000	SRR3174935,SRR3174934,SRR3174933,SRR3174932,SRR2859459,SRR2483561,SRR2483560,SRR2483559,SRR2483558,SRR2483557,SRR2483556,SRR2483555,SRR2483554,SRR2483553,SRR2483552,SRR2483551,SRR2483550,SRR2483549,SRR2483548,SRR2483547,SRR2483546,SRR2483545,SRR2483544,SRR2483543,SRR2483542,SRR2483541,SRR2483540,SRR2483539,SRR2483538,SRR2483537,SRR2483536,SRR2483535,SRR2483534,SRR2483533,SRR2483532,SRR2483531,SRR2483530,SRR2483529,SRR2483528,SRR2483527,SRR2483526,SRR2483525,SRR2483524,SRR2483523,SRR2483522,SRR2483521,SRR2483520,SRR2483519,SRR2483518,SRR2483517
SRP040525	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1203799,SRR1203798,SRR1203797,SRR1203796,SRR1203795,SRR1203794,SRR1203793,SRR1203792,SRR1203791,SRR1203790,SRR1203789,SRR1203788,SRR1203787,SRR1203786,SRR1203785,SRR1203784,SRR1203783,SRR1203782,SRR1203781,SRR1203780,SRR1203779,SRR1203778,SRR1203777,SRR1203776
SRP034736	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR2659291,SRR2659290,SRR2659289,SRR2659288,SRR2659287,SRR2659286,SRR2659285,SRR2659284,SRR2659283,SRR2659282,SRR1061340,SRR1061339,SRR1061338,SRR1061337
SRP040727	HOMO_SAPIENS	RNA-SEQ	Ion Torrent Proton	SRR1209581,SRR1209580,SRR1209579,SRR1209578
SRP066197	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR2922176,SRR2922175,SRR2922174,SRR2922173,SRR2922172,SRR2922171,SRR2922170,SRR2922169,SRR2922168,SRR2922167,SRR2922166,SRR2922165,SRR2922164,SRR2922163,SRR2922162,SRR2922161,SRR2922160,SRR2922159,SRR2922158,SRR2922157,SRR2922156,SRR2922155,SRR2922154,SRR2922153,SRR2922152,SRR2922151,SRR2922150,SRR2922149,SRR2922148,SRR2922147,SRR2922146,SRR2922145,SRR2922144,SRR2922143,SRR2922142,SRR2922141,SRR2922140,SRR2922139,SRR2922138,SRR2922137,SRR2922136,SRR2922135,SRR2922134,SRR2922133,SRR2922132,SRR2922131,SRR2922130,SRR2922129,SRR2922128,SRR2922127,SRR2922126,SRR2922125,SRR2922124,SRR2922123,SRR2922122,SRR2922121,SRR2922120,SRR2922119,SRR2922118,SRR2922117,SRR2922116,SRR2922115,SRR2922114,SRR2922113,SRR2922112,SRR2922111,SRR2922110,SRR2922109,SRR2922108,SRR2922107,SRR2922106,SRR2922105,SRR2922104,SRR2922103,SRR2922102,SRR2922101,SRR2922100,SRR2922099,SRR2922098,SRR2922097,SRR2922096,SRR2922095,SRR2922094,SRR2922093,SRR2922092,SRR2922091,SRR2922090,SRR2922089,SRR2922088,SRR2922087,SRR2922086,SRR2922085,SRR2922084,SRR2922083,SRR2922082,SRR2922081,SRR2922080,SRR2922079,SRR2922078,SRR2922077,SRR2922076,SRR2922075,SRR2922074,SRR2922073,SRR2922072,SRR2922071,SRR2922070,SRR2922069,SRR2922068,SRR2922067,SRR2922066,SRR2922065,SRR2922064,SRR2922063,SRR2922062,SRR2922061,SRR2922060,SRR2922059,SRR2922058,SRR2922057,SRR2922056,SRR2922055,SRR2922054,SRR2922053,SRR2922052,SRR2922051,SRR2922050,SRR2922049,SRR2922048,SRR2922047,SRR2922046,SRR2922045,SRR2922044,SRR2922043,SRR2922042,SRR2922041,SRR2922040,SRR2922039,SRR2922038,SRR2922037,SRR2922036,SRR2922035,SRR2922034,SRR2922033,SRR2922032,SRR2922031,SRR2922030,SRR2922029,SRR2922028,SRR2922027,SRR2922026,SRR2922025,SRR2922024,SRR2922023,SRR2922022,SRR2922021,SRR2922020,SRR2922019,SRR2922018,SRR2922017
SRP070836	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR3189125,SRR3189124,SRR3189123,SRR3189122,SRR3189121,SRR3189120,SRR3189119,SRR3189118,SRR3189117,SRR3189116,SRR3189115,SRR3189114,SRR3189113,SRR3189112,SRR3189111,SRR3189110
SRP049805	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1652485,SRR1652484,SRR1652483,SRR1652482,SRR1652481,SRR1652480,SRR1652479,SRR1652478
ERP005426	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	ERR468937,ERR468936,ERR468935,ERR468934,ERR468933,ERR468932
SRP069217	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR3140996,SRR3140995,SRR3140994,SRR3140993,SRR3140992,SRR3140991,SRR3140990,SRR3140989,SRR3140988,SRR3140987,SRR3140986,SRR3140985,SRR3140984,SRR3140983,SRR3140982,SRR3140981
SRP039348	MUS_MUSCULUS,HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2500,Illumina HiSeq 2500,IlluminaHiSeq2000	NA
SRP069976	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR3162876,SRR3162875,SRR3162874,SRR3162873,SRR3162872,SRR3162871,SRR3162870,SRR3162869,SRR3162868,SRR3162867,SRR3162866,SRR3162865,SRR3162864,SRR3162863,SRR3162862,SRR3162861,SRR3162860,SRR3162859,SRR3162858,SRR3162857,SRR3162856,SRR3162855,SRR3162854,SRR3162853,SRR3162852,SRR3162851,SRR3162850,SRR3162849,SRR3162848,SRR3162847,SRR3162846,SRR3162845,SRR3162844,SRR3162843,SRR3162842
ERP004078	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	ERR356378,ERR356377,ERR356376,ERR356375,ERR356374,ERR356373,ERR356372,ERR356371,ERR356370,ERR356369,ERR356368,ERR356367,ERR356366,ERR356365
SRP050331	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1664868,SRR1664867,SRR1664866,SRR1664865,SRR1664864,SRR1664863,SRR1664862,SRR1664861,SRR1664860,SRR1664859,SRR1664858,SRR1664857,SRR1664856,SRR1664855,SRR1664854,SRR1664853,SRR1664852,SRR1664851,SRR1664850,SRR1664849,SRR1664848,SRR1664847,SRR1664846,SRR1664845,SRR1664844,SRR1664843,SRR1664842,SRR1664841,SRR1664840,SRR1664839,SRR1664838,SRR1664837,SRR1664836,SRR1664835,SRR1664834,SRR1664833,SRR1664832,SRR1664831,SRR1664830,SRR1664829,SRR1664828,SRR1664827,SRR1664826,SRR1664825,SRR1664824,SRR1664823,SRR1664822,SRR1664821
SRP049453	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,Illumina HiSeq 2500,IlluminaHiSeq2000	SRR3479244,SRR3479243,SRR3479143,SRR3479116,SRR3476958,SRR3476956,SRR1637090,SRR1637089,SRR1636986,SRR1636985
SRP045156	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1533839,SRR1533838,SRR1533837,SRR1533836
SRP053052	MUS_MUSCULUS,HOMO_SAPIENS	RNA-SEQ	NextSeq 500,IlluminaMiSeq,Illumina HiSeq 2500,NextSeq500	NA
SRP042212	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1297202,SRR1297201,SRR1297200,SRR1297199,SRR1297198,SRR1297197,SRR1297196,SRR1297195,SRR1297194,SRR1297193,SRR1297192,SRR1297191,SRR1297190,SRR1297189,SRR1297188
SRP063973	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR2480500,SRR2480499,SRR2480498,SRR2480497,SRR2480496,SRR2480495,SRR2480494,SRR2480493,SRR2480492,SRR2480491,SRR2480490,SRR2480489,SRR2480488,SRR2480487,SRR2480486,SRR2480485
SRP050193	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2000,Illumina HiSeq 2000,NextSeq 500,NextSeq500	SRR2141558,SRR2141557,SRR2141556,SRR2141555,SRR2141554,SRR2141553,SRR2141552,SRR2141551,SRR1661351,SRR1661350,SRR1661349,SRR1661348,SRR1661347,SRR1661346,SRR1661345,SRR1661344,SRR1661343,SRR1661342,SRR1661341,SRR1661340,SRR1661339,SRR1661338,SRR1661337,SRR1661336,SRR1661335,SRR1661334,SRR1661333,SRR1661332
SRP041833	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR1282321,SRR1282320,SRR1282319,SRR1282318,SRR1282317,SRR1282316,SRR1282315,SRR1282314,SRR1282313,SRR1282312,SRR1282311,SRR1282310,SRR1282309,SRR1282308,SRR1282307,SRR1282306
SRP061566	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR2126728,SRR2126727,SRR2126726,SRR2126725,SRR2126724,SRR2126723
ERP005301	HOMO_SAPIENS	RNA-SEQ	IlluminaGenomeAnalyzerIIx,Illumina Genome Analyzer IIx	ERR458843,ERR458842,ERR458841,ERR458840,ERR458839,ERR458838,ERR458837,ERR458836
SRP067526	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR3030711,SRR3030710,SRR3030709,SRR3030708,SRR3030707,SRR3030706,SRR3030705,SRR3030704,SRR3030703,SRR3030702,SRR3030701,SRR3030700,SRR3030699,SRR3030698
SRP071669	HOMO_SAPIENS	RNA-SEQ	IonTorrentProton,Ion Torrent Proton	SRR3222513,SRR3222512,SRR3222511,SRR3222510,SRR3222509
SRP064313	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	NA
SRP067012	HOMO_SAPIENS	RNA-SEQ	Illumina Genome Analyzer	SRR2976036,SRR2976035,SRR2976034,SRR2976033,SRR2976032,SRR2976031,SRR2976030,SRR2976029,SRR2976028,SRR2976027,SRR2976026,SRR2976025
SRP038761	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 1000	SRR1174697,SRR1174696,SRR1174695
SRP060348	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	SRR2087209,SRR2087208,SRR2087207,SRR2087206
SRP051368	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR1725969,SRR1725968,SRR1725967,SRR1725966,SRR1725965,SRR1725964,SRR1725963,SRR1725962,SRR1725961,SRR1725960,SRR1725959,SRR1725958,SRR1725957,SRR1725956,SRR1725955,SRR1725954,SRR1725953,SRR1725952,SRR1725951,SRR1725950,SRR1725949,SRR1725948,SRR1725947,SRR1725946,SRR1725945,SRR1725944,SRR1725943,SRR1725942,SRR1725941,SRR1725940,SRR1725939,SRR1725938,SRR1725937,SRR1725936,SRR1725935,SRR1725934,SRR1725933,SRR1725932,SRR1725931,SRR1725930,SRR1725929,SRR1725928,SRR1725927,SRR1725926,SRR1725925,SRR1725924,SRR1725923,SRR1725922
ERP009992	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2500	ERR832559,ERR832558,ERR832557,ERR832556,ERR832555,ERR832554,ERR832553,ERR832552,ERR832551,ERR832550,ERR832549,ERR832548,ERR832547,ERR832546,ERR832545,ERR832544,ERR832543,ERR832542,ERR832541,ERR832540,ERR832539,ERR832538,ERR832537,ERR832536
SRP048907	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2500	NA
SRP059959	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	NA
SRP003021	HOMO_SAPIENS	RNA-SEQ	Illumina Genome Analyzer II	SRR061729,SRR061728
ERP024385	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq4000,Illumina HiSeq 4000	ERR2071919,ERR2071918,ERR2071917,ERR2071916,ERR2071915,ERR2071914
ERP019583	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 1500	ERR1725158,ERR1725157,ERR1725156,ERR1725155,ERR1725154,ERR1725153,ERR1725152,ERR1725151,ERR1725150,ERR1725149,ERR1725148,ERR1725147,ERR1725146
DRP002835	HOMO_SAPIENS	RNA-SEQ	IlluminaGenomeAnalyzerIIx	DRR028130,DRR028129
ERP015139	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	NA
SRP052201	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 1000	NA
SRP061329	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR2107340,SRR2107339,SRR2107338,SRR2107337,SRR2107336,SRR2107335
SRP043204	HOMO_SAPIENS	RNA-SEQ	Ion Torrent Proton	SRR1409747,SRR1409746,SRR1409745,SRR1409744,SRR1409743
SRP034592	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	SRR1054292,SRR1054291,SRR1054290,SRR1054289,SRR1054288,SRR1054287,SRR1054286,SRR1054285,SRR1054284,SRR1054283
SRP065204	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	SRR2760801,SRR2760800
SRP058840	MUS_MUSCULUS,HOMO_SAPIENS,SYNTHETIC_CONSTRUCT	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	NA
SRP059887	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2500	NA
SRP071739	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR3224192,SRR3224191,SRR3224190,SRR3224189,SRR3224188,SRR3224187
SRP050954	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq1000,Illumina HiSeq 1000	SRR1697342,SRR1697341,SRR1697340,SRR1697339,SRR1697338,SRR1697337,SRR1697336,SRR1697335,SRR1697334,SRR1697333,SRR1697332,SRR1697331,SRR1697330,SRR1697329,SRR1697328,SRR1697327
SRP063980	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	SRR2481180,SRR2481179,SRR2481178,SRR2481177,SRR2481176,SRR2481175,SRR2481174,SRR2481173,SRR2481172,SRR2481171,SRR2481170,SRR2481169,SRR2481168,SRR2481167,SRR2481166,SRR2481165,SRR2481164,SRR2481163,SRR2481162,SRR2481161,SRR2481160,SRR2481159,SRR2481158,SRR2481157,SRR2481156,SRR2481155,SRR2481154,SRR2481153,SRR2481152,SRR2481151,SRR2481150,SRR2481149,SRR2481148,SRR2481147,SRR2481146,SRR2481145
ERP015292	MUS_MUSCULUS,HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	NA
SRP051118	HOMO_SAPIENS	RNA-SEQ	Illumina MiSeq,Illumina HiSeq 2500	NA
SRP043470	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1427489,SRR1427488,SRR1427487,SRR1427486,SRR1427485,SRR1427484,SRR1427483,SRR1427482
SRP014688	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	NA
SRP055376	HOMO_SAPIENS	RNA-SEQ	IlluminaGenomeAnalyzerIIx,Illumina Genome Analyzer IIx	SRR1812115,SRR1812114,SRR1812113,SRR1812112,SRR1812111,SRR1812110
SRP053124	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2500	SRR1785657,SRR1785656,SRR1785655,SRR1785654,SRR1785653,SRR1785349,SRR1785348,SRR1785335,SRR1785069
SRP068551	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR6649945,SRR6649944,SRR6649943,SRR6649942,SRR6649941,SRR6649940,SRR6649939,SRR6649938,SRR6649937,SRR6649936,SRR6649935,SRR6649934,SRR6649933,SRR6649932,SRR6649931,SRR6649930,SRR6649929,SRR6649928,SRR3105552,SRR3105551,SRR3105550,SRR3105549,SRR3105548,SRR3105547,SRR3105546,SRR3105545,SRR3105544,SRR3105543,SRR3105542,SRR3105541,SRR3105540,SRR3105539,SRR3105538,SRR3105537,SRR3105529,SRR3105462
SRP049465	HOMO_SAPIENS	RNA-SEQ	NextSeq 500	NA
SRP041494	HOMO_SAPIENS	RNA-SEQ	Illumina Genome Analyzer II	NA
SRP063499	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR2316031,SRR2316030,SRR2316029,SRR2316028,SRR2316027,SRR2316026,SRR2316025,SRR2316024,SRR2316023,SRR2316022,SRR2316021,SRR2316020,SRR2316019,SRR2316018
SRP067017	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	SRR2977186,SRR2977185,SRR2977184,SRR2977183
SRP049775	HOMO_SAPIENS	RNA-SEQ	NextSeq 500	NA
SRP044593	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	SRR1518959,SRR1518958,SRR1518957,SRR1518956
SRP065892	HOMO_SAPIENS	RNA-SEQ	Ion Torrent Proton	SRR2954971,SRR2954970,SRR2954969,SRR2954968,SRR2954967,SRR2954966
SRP048842	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	SRR1610657,SRR1610656
SRP049599	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1644032,SRR1644031,SRR1644030,SRR1644029,SRR1644028,SRR1644027,SRR1644026,SRR1644025,SRR1644024,SRR1644023,SRR1644022,SRR1644021,SRR1644020,SRR1644019,SRR1644018,SRR1644017,SRR1644016,SRR1644015,SRR1644014,SRR1644013,SRR1644012,SRR1644011,SRR1644010,SRR1644009,SRR1644008,SRR1644007,SRR1644006,SRR1644005,SRR1644004,SRR1644003,SRR1644002,SRR1644001,SRR1644000,SRR1643999,SRR1643998,SRR1643997,SRR1643996,SRR1643995,SRR1643994,SRR1643993,SRR1643992,SRR1643991,SRR1643990,SRR1643989,SRR1643988,SRR1643987,SRR1643986,SRR1643985,SRR1643984,SRR1643983,SRR1643982,SRR1643981,SRR1643980,SRR1643979,SRR1643978,SRR1643977,SRR1643976,SRR1643975,SRR1643974,SRR1643973,SRR1643972,SRR1643971,SRR1643970,SRR1643969,SRR1643968,SRR1643967,SRR1643966,SRR1643965,SRR1643964,SRR1643963,SRR1643962,SRR1643961,SRR1643960
SRP069760	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR3151775,SRR3151774,SRR3151773,SRR3151772,SRR3151771,SRR3151770,SRR3151769,SRR3151768,SRR3151767,SRR3151766,SRR3151765,SRR3151764,SRR3151763,SRR3151762,SRR3151761,SRR3151760,SRR3151759,SRR3151758,SRR3151757,SRR3151756,SRR3151755,SRR3151754,SRR3151753,SRR3151752,SRR3151751,SRR3151750
SRP068678	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR3110292,SRR3110291,SRR3110290,SRR3110289
ERP013760	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2500	NA
ERP106765	HOMO_SAPIENS	RNA-SEQ	NextSeq 500	ERR2287651,ERR2287650,ERR2287649,ERR2287648,ERR2287647,ERR2287646
ERP015444	HOMO_SAPIENS	RNA-SEQ	NextSeq 500,NextSeq500	ERR1397927,ERR1397926,ERR1397925,ERR1397924,ERR1397923,ERR1397922,ERR1397921,ERR1397920
SRP065282	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	NA
SRP065359	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2500	NA
SRP059880	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR2079606,SRR2079605,SRR2079604,SRR2079603,SRR2078718,SRR2078717,SRR2078716,SRR2078715
SRP066789	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR2966417,SRR2966416,SRR2966415,SRR2966414,SRR2966413,SRR2966412
SRP053246	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR1791375,SRR1791374,SRR1791373,SRR1791372,SRR1791371,SRR1791370,SRR1791369,SRR1791368,SRR1791367,SRR1791366,SRR1791365,SRR1791364,SRR1791363,SRR1791362,SRR1791361,SRR1791360,SRR1791359,SRR1791358,SRR1791357,SRR1791356,SRR1791355,SRR1791354,SRR1791353,SRR1791352,SRR1791351,SRR1791350,SRR1791349,SRR1791348,SRR1791347,SRR1791346,SRR1791345,SRR1791344,SRR1791343,SRR1791342,SRR1791341,SRR1791340,SRR1791339,SRR1791338,SRR1791337,SRR1791336,SRR1791335,SRR1791334,SRR1791333,SRR1791332,SRR1791331,SRR1791330,SRR1791329,SRR1791328,SRR1791327,SRR1791326,SRR1791325,SRR1791324,SRR1791323,SRR1791322,SRR1791321,SRR1791320,SRR1791319,SRR1791318,SRR1791317,SRR1791316,SRR1791315,SRR1791314,SRR1791313,SRR1791312,SRR1791311,SRR1791310,SRR1791309,SRR1791308,SRR1791307,SRR1791306,SRR1791305,SRR1791304
SRP042630	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1313746,SRR1313745,SRR1313744,SRR1313743,SRR1313742,SRR1313741,SRR1313740,SRR1313739,SRR1313738,SRR1313737,SRR1313736,SRR1313735
SRP061455	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR2124991,SRR2124990,SRR2124989,SRR2124988
SRP069140	HOMO_SAPIENS,HOMO_SAPIENS_X_MUS_MUSCULUS_HYBRID_CELL_LINE	RNA-SEQ	Illumina HiSeq 2500	NA
